Time,Elapsed[s],Voltage[V]
14:51:08,1.739,3.736125
14:51:08,1.758,3.736125
14:51:08,1.776,3.736125
14:51:08,1.795,3.736125
14:51:08,1.814,3.736125
14:51:08,1.832,3.736125
14:51:08,1.851,3.7323751
14:51:08,1.869,3.7286251
14:51:08,1.889,3.7286251
14:51:08,1.907,3.7286251
14:51:08,1.926,3.7323751
14:51:08,1.945,3.7323751
14:51:08,1.964,3.7323751
14:51:08,1.982,3.7323751
14:51:08,2.000,3.736125
14:51:08,2.020,3.736125
14:51:08,2.038,3.736125
14:51:08,2.057,3.736125
14:51:08,2.076,3.736125
14:51:08,2.095,3.736125
14:51:08,2.113,3.736125
14:51:08,2.131,3.736125
14:51:09,2.151,3.7398751
14:51:09,2.169,3.7398751
14:51:09,2.188,3.736125
14:51:09,2.207,3.736125
14:51:09,2.226,3.7323751
14:51:09,2.244,3.7286251
14:51:09,2.263,3.7323751
14:51:09,2.282,3.7323751
14:51:09,2.300,3.7323751
14:51:09,2.319,3.7323751
14:51:09,2.338,3.736125
14:51:09,2.357,3.736125
14:51:09,2.375,3.736125
14:51:09,2.394,3.736125
14:51:09,2.413,3.736125
14:51:09,2.432,3.736125
14:51:09,2.450,3.736125
14:51:09,2.468,3.736125
14:51:09,2.488,3.736125
14:51:09,2.506,3.7398751
14:51:09,2.525,3.7398751
14:51:09,2.544,3.736125
14:51:09,2.563,3.736125
14:51:09,2.581,3.7323751
14:51:09,2.599,3.7286251
14:51:09,2.619,3.7323751
14:51:09,2.637,3.7323751
14:51:09,2.656,3.7323751
14:51:09,2.675,3.7323751
14:51:09,2.694,3.736125
14:51:09,2.712,3.736125
14:51:09,2.731,3.736125
14:51:09,2.750,3.736125
14:51:09,2.768,3.736125
14:51:09,2.787,3.736125
14:51:09,2.806,3.736125
14:51:09,2.825,3.736125
14:51:09,2.843,3.736125
14:51:09,2.862,3.7398751
14:51:09,2.881,3.7398751
14:51:09,2.899,3.7398751
14:51:09,2.918,3.7398751
14:51:09,2.937,3.736125
14:51:09,2.956,3.7323751
14:51:09,2.974,3.7323751
14:51:09,2.993,3.7323751
14:51:09,3.012,3.7323751
14:51:09,3.031,3.7323751
14:51:09,3.049,3.736125
14:51:09,3.067,3.736125
14:51:09,3.087,3.736125
14:51:09,3.105,3.736125
14:51:09,3.124,3.736125
14:51:10,3.143,3.736125
14:51:10,3.162,3.736125
14:51:10,3.180,3.736125
14:51:10,3.198,3.736125
14:51:10,3.218,3.736125
14:51:10,3.236,3.7398751
14:51:10,3.255,3.7398751
14:51:10,3.274,3.7398751
14:51:10,3.293,3.736125
14:51:10,3.311,3.736125
14:51:10,3.330,3.7323751
14:51:10,3.349,3.7323751
14:51:10,3.367,3.7323751
14:51:10,3.386,3.7323751
14:51:10,3.405,3.736125
14:51:10,3.424,3.736125
14:51:10,3.442,3.736125
14:51:10,3.461,3.736125
14:51:10,3.480,3.736125
14:51:10,3.499,3.736125
14:51:10,3.517,3.736125
14:51:10,3.536,3.736125
14:51:10,3.555,3.736125
14:51:10,3.573,3.736125
14:51:10,3.592,3.736125
14:51:10,3.611,3.7398751
14:51:10,3.630,3.7398751
14:51:10,3.648,3.736125
14:51:10,3.666,3.736125
14:51:10,3.686,3.7323751
14:51:10,3.704,3.7286251
14:51:10,3.723,3.7323751
14:51:10,3.742,3.7286251
14:51:10,3.761,3.7286251
14:51:10,3.779,3.7323751
14:51:10,3.798,3.7323751
14:51:10,3.817,3.7323751
14:51:10,3.835,3.736125
14:51:10,3.854,3.736125
14:51:10,3.873,3.736125
14:51:10,3.892,3.736125
14:51:10,3.910,3.736125
14:51:10,3.929,3.736125
14:51:10,3.948,3.736125
14:51:10,3.966,3.736125
14:51:10,3.985,3.7398751
14:51:10,4.004,3.736125
14:51:10,4.023,3.736125
14:51:10,4.041,3.7323751
14:51:10,4.060,3.7286251
14:51:10,4.079,3.7286251
14:51:10,4.098,3.7286251
14:51:10,4.116,3.7286251
14:51:11,4.135,3.7286251
14:51:11,4.154,3.7286251
14:51:11,4.172,3.7323751
14:51:11,4.191,3.7323751
14:51:11,4.210,3.7323751
14:51:11,4.229,3.7323751
14:51:11,4.247,3.7323751
14:51:11,4.265,3.7323751
14:51:11,4.285,3.7323751
14:51:11,4.303,3.7323751
14:51:11,4.322,3.736125
14:51:11,4.341,3.736125
14:51:11,4.360,3.736125
14:51:11,4.378,3.736125
14:51:11,4.397,3.7323751
14:51:11,4.416,3.7286251
14:51:11,4.434,3.7286251
14:51:11,4.453,3.7286251
14:51:11,4.472,3.7286251
14:51:11,4.491,3.7286251
14:51:11,4.509,3.7286251
14:51:11,4.528,3.7286251
14:51:11,4.547,3.7323751
14:51:11,4.566,3.7323751
14:51:11,4.584,3.7323751
14:51:11,4.603,3.7323751
14:51:11,4.622,3.7323751
14:51:11,4.640,3.7323751
14:51:11,4.659,3.7323751
14:51:11,4.678,3.736125
14:51:11,4.697,3.736125
14:51:11,4.715,3.736125
14:51:11,4.734,3.736125
14:51:11,4.753,3.736125
14:51:11,4.771,3.7323751
14:51:11,4.790,3.7286251
14:51:11,4.809,3.7286251
14:51:11,4.828,3.7286251
14:51:11,4.846,3.7286251
14:51:11,4.865,3.7286251
14:51:11,4.884,3.7286251
14:51:11,4.902,3.7286251
14:51:11,4.921,3.7286251
14:51:11,4.940,3.7323751
14:51:11,4.959,3.7286251
14:51:11,4.977,3.7323751
14:51:11,4.996,3.7323751
14:51:11,5.015,3.736125
14:51:11,5.033,3.7323751
14:51:11,5.052,3.736125
14:51:11,5.071,3.736125
14:51:11,5.090,3.736125
14:51:11,5.108,3.736125
14:51:11,5.127,3.736125
14:51:12,5.146,3.7286251
14:51:12,5.165,3.7286251
14:51:12,5.183,3.7286251
14:51:12,5.202,3.7286251
14:51:12,5.221,3.7286251
14:51:12,5.239,3.7286251
14:51:12,5.258,3.7286251
14:51:12,5.277,3.7286251
14:51:12,5.296,3.7286251
14:51:12,5.314,3.7323751
14:51:12,5.334,3.7323751
14:51:12,5.352,3.7323751
14:51:12,5.370,3.736125
14:51:12,5.389,3.736125
14:51:12,5.408,3.736125
14:51:12,5.427,3.736125
14:51:12,5.445,3.736125
14:51:12,5.464,3.736125
14:51:12,5.483,3.736125
14:51:12,5.501,3.7323751
14:51:12,5.520,3.7286251
14:51:12,5.539,3.7286251
14:51:12,5.558,3.7286251
14:51:12,5.576,3.7286251
14:51:12,5.595,3.7286251
14:51:12,5.614,3.7286251
14:51:12,5.633,3.7323751
14:51:12,5.651,3.7323751
14:51:12,5.670,3.7323751
14:51:12,5.689,3.7323751
14:51:12,5.707,3.7323751
14:51:12,5.726,3.7323751
14:51:12,5.745,3.7323751
14:51:12,5.764,3.7323751
14:51:12,5.782,3.736125
14:51:12,5.801,3.736125
14:51:12,5.820,3.736125
14:51:12,5.838,3.736125
14:51:12,5.857,3.736125
14:51:12,5.876,3.7286251
14:51:12,5.895,3.7286251
14:51:12,5.913,3.7286251
14:51:12,5.933,3.7286251
14:51:12,5.951,3.7286251
14:51:12,5.969,3.7286251
14:51:12,5.988,3.7286251
14:51:12,6.007,3.7323751
14:51:12,6.026,3.7323751
14:51:12,6.044,3.7323751
14:51:12,6.063,3.7323751
14:51:12,6.082,3.7323751
14:51:12,6.100,3.7323751
14:51:12,6.119,3.7323751
14:51:13,6.138,3.736125
14:51:13,6.157,3.736125
14:51:13,6.175,3.736125
14:51:13,6.194,3.736125
14:51:13,6.213,3.736125
14:51:13,6.232,3.7323751
14:51:13,6.250,3.7286251
14:51:13,6.269,3.7286251
14:51:13,6.288,3.7286251
14:51:13,6.306,3.7286251
14:51:13,6.325,3.7286251
14:51:13,6.344,3.7286251
14:51:13,6.363,3.7286251
14:51:13,6.381,3.7323751
14:51:13,6.401,3.7323751
14:51:13,6.419,3.7323751
14:51:13,6.437,3.736125
14:51:13,6.456,3.7323751
14:51:13,6.475,3.736125
14:51:13,6.494,3.736125
14:51:13,6.512,3.736125
14:51:13,6.532,3.736125
14:51:13,6.550,3.736125
14:51:13,6.568,3.736125
14:51:13,6.587,3.736125
14:51:13,6.606,3.7286251
14:51:13,6.625,3.7286251
14:51:13,6.643,3.7286251
14:51:13,6.662,3.7286251
14:51:13,6.681,3.7286251
14:51:13,6.700,3.7286251
14:51:13,6.718,3.7286251
14:51:13,6.737,3.7286251
14:51:13,6.756,3.7286251
14:51:13,6.774,3.7286251
14:51:13,6.793,3.7323751
14:51:13,6.812,3.7323751
14:51:13,6.831,3.7286251
14:51:13,6.849,3.7323751
14:51:13,6.868,3.7323751
14:51:13,6.887,3.736125
14:51:13,6.905,3.736125
14:51:13,6.924,3.736125
14:51:13,6.943,3.736125
14:51:13,6.962,3.7286251
14:51:13,6.980,3.7246876
14:51:13,7.000,3.7286251
14:51:13,7.018,3.7286251
14:51:13,7.036,3.7286251
14:51:13,7.055,3.7286251
14:51:13,7.074,3.7286251
14:51:13,7.093,3.7286251
14:51:13,7.111,3.7286251
14:51:13,7.131,3.7286251
14:51:14,7.149,3.7323751
14:51:14,7.168,3.7323751
14:51:14,7.186,3.7323751
14:51:14,7.205,3.7323751
14:51:14,7.224,3.7323751
14:51:14,7.242,3.736125
14:51:14,7.261,3.736125
14:51:14,7.280,3.736125
14:51:14,7.299,3.736125
14:51:14,7.317,3.7323751
14:51:14,7.336,3.7286251
14:51:14,7.355,3.7286251
14:51:14,7.373,3.7286251
14:51:14,7.392,3.7286251
14:51:14,7.411,3.7286251
14:51:14,7.430,3.7286251
14:51:14,7.448,3.7286251
14:51:14,7.468,3.7286251
14:51:14,7.486,3.7286251
14:51:14,7.504,3.7323751
14:51:14,7.523,3.7323751
14:51:14,7.542,3.7286251
14:51:14,7.561,3.7323751
14:51:14,7.579,3.7323751
14:51:14,7.599,3.736125
14:51:14,7.617,3.736125
14:51:14,7.635,3.736125
14:51:14,7.654,3.736125
14:51:14,7.673,3.7323751
14:51:14,7.692,3.7286251
14:51:14,7.710,3.7286251
14:51:14,7.730,3.7286251
14:51:14,7.748,3.7286251
14:51:14,7.767,3.7286251
14:51:14,7.785,3.7286251
14:51:14,7.804,3.7286251
14:51:14,7.823,3.7286251
14:51:14,7.841,3.7323751
14:51:14,7.860,3.7323751
14:51:14,7.879,3.7323751
14:51:14,7.898,3.7323751
14:51:14,7.916,3.7323751
14:51:14,7.936,3.7323751
14:51:14,7.954,3.7323751
14:51:14,7.972,3.736125
14:51:14,7.991,3.736125
14:51:14,8.010,3.736125
14:51:14,8.029,3.736125
14:51:14,8.047,3.7323751
14:51:14,8.067,3.7286251
14:51:14,8.085,3.7286251
14:51:14,8.103,3.7286251
14:51:14,8.122,3.7286251
14:51:15,8.141,3.7286251
14:51:15,8.160,3.7286251
14:51:15,8.178,3.7286251
14:51:15,8.198,3.7286251
14:51:15,8.216,3.7286251
14:51:15,8.235,3.7286251
14:51:15,8.253,3.7286251
14:51:15,8.272,3.7286251
14:51:15,8.291,3.7323751
14:51:15,8.309,3.7323751
14:51:15,8.329,3.736125
14:51:15,8.347,3.736125
14:51:15,8.366,3.736125
14:51:15,8.384,3.736125
14:51:15,8.403,3.7323751
14:51:15,8.422,3.7286251
14:51:15,8.440,3.7286251
14:51:15,8.459,3.7286251
14:51:15,8.478,3.7246876
14:51:15,8.497,3.7286251
14:51:15,8.515,3.7286251
14:51:15,8.535,3.7286251
14:51:15,8.553,3.7286251
14:51:15,8.571,3.7286251
14:51:15,8.590,3.7286251
14:51:15,8.609,3.7286251
14:51:15,8.628,3.7286251
14:51:15,8.646,3.7286251
14:51:15,8.666,3.7286251
14:51:15,8.684,3.7286251
14:51:15,8.702,3.736125
14:51:15,8.721,3.736125
14:51:15,8.740,3.736125
14:51:15,8.759,3.7323751
14:51:15,8.777,3.7246876
14:51:15,8.797,3.7286251
14:51:15,8.815,3.7286251
14:51:15,8.834,3.7286251
14:51:15,8.852,3.7286251
14:51:15,8.871,3.7286251
14:51:15,8.890,3.7286251
14:51:15,8.908,3.7286251
14:51:15,8.928,3.7323751
14:51:15,8.946,3.7323751
14:51:15,8.965,3.7323751
14:51:15,8.983,3.7323751
14:51:15,9.003,3.7323751
14:51:15,9.021,3.7323751
14:51:15,9.039,3.736125
14:51:15,9.058,3.736125
14:51:15,9.077,3.736125
14:51:15,9.096,3.736125
14:51:15,9.114,3.736125
14:51:16,9.134,3.7286251
14:51:16,9.152,3.7286251
14:51:16,9.170,3.7286251
14:51:16,9.189,3.7286251
14:51:16,9.208,3.7286251
14:51:16,9.227,3.7286251
14:51:16,9.245,3.7286251
14:51:16,9.265,3.7286251
14:51:16,9.283,3.7323751
14:51:16,9.302,3.7323751
14:51:16,9.320,3.7323751
14:51:16,9.339,3.7323751
14:51:16,9.358,3.7323751
14:51:16,9.376,3.736125
14:51:16,9.396,3.7323751
14:51:16,9.414,3.736125
14:51:16,9.433,3.736125
14:51:16,9.451,3.736125
14:51:16,9.470,3.736125
14:51:16,9.489,3.7323751
14:51:16,9.507,3.7246876
14:51:16,9.527,3.7246876
14:51:16,9.545,3.7286251
14:51:16,9.564,3.7246876
14:51:16,9.582,3.7246876
14:51:16,9.602,3.7246876
14:51:16,9.620,3.7286251
14:51:16,9.638,3.7286251
14:51:16,9.657,3.7286251
14:51:16,9.676,3.7286251
14:51:16,9.695,3.7323751
14:51:16,9.713,3.7323751
14:51:16,9.733,3.7323751
14:51:16,9.751,3.7323751
14:51:16,9.769,3.7323751
14:51:16,9.788,3.736125
14:51:16,9.807,3.736125
14:51:16,9.826,3.736125
14:51:16,9.844,3.736125
14:51:16,9.864,3.7286251
14:51:16,9.882,3.7246876
14:51:16,9.901,3.7286251
14:51:16,9.919,3.7286251
14:51:16,9.938,3.7286251
14:51:16,9.957,3.7286251
14:51:16,9.975,3.7286251
14:51:16,9.995,3.7286251
14:51:16,10.013,3.7286251
14:51:16,10.033,3.7286251
14:51:16,10.052,3.7286251
14:51:16,10.073,3.7286251
14:51:16,10.092,3.7323751
14:51:16,10.112,3.7323751
14:51:17,10.132,3.7323751
14:51:17,10.151,3.736125
14:51:17,10.171,3.736125
14:51:17,10.190,3.736125
14:51:17,10.211,3.736125
14:51:17,10.230,3.7246876
14:51:17,10.250,3.7246876
14:51:17,10.270,3.7246876
14:51:17,10.290,3.7286251
14:51:17,10.309,3.7246876
14:51:17,10.330,3.7286251
14:51:17,10.349,3.7286251
14:51:17,10.369,3.7286251
14:51:17,10.388,3.7286251
14:51:17,10.408,3.7286251
14:51:17,10.428,3.7286251
14:51:17,10.447,3.7286251
14:51:17,10.468,3.7323751
14:51:17,10.487,3.7323751
14:51:17,10.507,3.736125
14:51:17,10.527,3.736125
14:51:17,10.547,3.736125
14:51:17,10.566,3.736125
14:51:17,10.586,3.7286251
14:51:17,10.606,3.7246876
14:51:17,10.626,3.7246876
14:51:17,10.645,3.7286251
14:51:17,10.665,3.7286251
14:51:17,10.685,3.7286251
14:51:17,10.704,3.7286251
14:51:17,10.725,3.7286251
14:51:17,10.744,3.7286251
14:51:17,10.764,3.7286251
14:51:17,10.783,3.7286251
14:51:17,10.804,3.7323751
14:51:17,10.823,3.7323751
14:51:17,10.843,3.7323751
14:51:17,10.863,3.7323751
14:51:17,10.883,3.736125
14:51:17,10.902,3.736125
14:51:17,10.921,3.736125
14:51:17,10.942,3.736125
14:51:17,10.961,3.7246876
14:51:17,10.981,3.7246876
14:51:17,11.001,3.7246876
14:51:17,11.021,3.7286251
14:51:17,11.040,3.7286251
14:51:17,11.061,3.7286251
14:51:17,11.080,3.7286251
14:51:17,11.100,3.7286251
14:51:17,11.119,3.7323751
14:51:18,11.140,3.7323751
14:51:18,11.159,3.7323751
14:51:18,11.179,3.7323751
14:51:18,11.199,3.736125
14:51:18,11.218,3.736125
14:51:18,11.238,3.736125
14:51:18,11.258,3.736125
14:51:18,11.278,3.736125
14:51:18,11.297,3.736125
14:51:18,11.317,3.7286251
14:51:18,11.337,3.7246876
14:51:18,11.357,3.7246876
14:51:18,11.376,3.7286251
14:51:18,11.397,3.7286251
14:51:18,11.416,3.7286251
14:51:18,11.436,3.7323751
14:51:18,11.455,3.7323751
14:51:18,11.475,3.736125
14:51:18,11.495,3.736125
14:51:18,11.514,3.736125
14:51:18,11.535,3.736125
14:51:18,11.554,3.736125
14:51:18,11.574,3.736125
14:51:18,11.594,3.736125
14:51:18,11.614,3.7398751
14:51:18,11.633,3.7398751
14:51:18,11.653,3.736125
14:51:18,11.673,3.736125
14:51:18,11.693,3.736125
14:51:18,11.712,3.7323751
14:51:18,11.732,3.7286251
14:51:18,11.752,3.7286251
14:51:18,11.771,3.7286251
14:51:18,11.792,3.7286251
14:51:18,11.811,3.7286251
14:51:18,11.831,3.7286251
14:51:18,11.850,3.7323751
14:51:18,11.871,3.736125
14:51:18,11.890,3.736125
14:51:18,11.910,3.736125
14:51:18,11.930,3.736125
14:51:18,11.950,3.736125
14:51:18,11.969,3.736125
14:51:18,11.990,3.736125
14:51:18,12.009,3.7398751
14:51:18,12.028,3.7398751
14:51:18,12.048,3.736125
14:51:18,12.068,3.736125
14:51:18,12.088,3.7323751
14:51:18,12.107,3.7286251
14:51:18,12.128,3.7286251
14:51:19,12.147,3.7323751
14:51:19,12.167,3.7323751
14:51:19,12.186,3.7323751
14:51:19,12.207,3.736125
14:51:19,12.226,3.736125
14:51:19,12.246,3.736125
14:51:19,12.266,3.736125
14:51:19,12.285,3.736125
14:51:19,12.305,3.736125
14:51:19,12.325,3.736125
14:51:19,12.345,3.736125
14:51:19,12.364,3.7398751
14:51:19,12.384,3.7398751
14:51:19,12.404,3.7398751
14:51:19,12.424,3.736125
14:51:19,12.443,3.7323751
14:51:19,12.464,3.7323751
14:51:19,12.483,3.7323751
14:51:19,12.503,3.7323751
14:51:19,12.523,3.7323751
14:51:19,12.542,3.736125
14:51:19,12.562,3.736125
14:51:19,12.581,3.736125
14:51:19,12.602,3.736125
14:51:19,12.621,3.736125
14:51:19,12.641,3.736125
14:51:19,12.661,3.736125
14:51:19,12.681,3.736125
14:51:19,12.700,3.736125
14:51:19,12.720,3.7398751
14:51:19,12.740,3.7398751
14:51:19,12.760,3.736125
14:51:19,12.779,3.736125
14:51:19,12.800,3.7286251
14:51:19,12.819,3.7323751
14:51:19,12.838,3.7323751
14:51:19,12.859,3.7323751
14:51:19,12.878,3.736125
14:51:19,12.898,3.736125
14:51:19,12.917,3.736125
14:51:19,12.938,3.736125
14:51:19,12.957,3.736125
14:51:19,12.977,3.736125
14:51:19,12.997,3.736125
14:51:19,13.017,3.736125
14:51:19,13.036,3.736125
14:51:19,13.057,3.736125
14:51:19,13.076,3.7398751
14:51:19,13.095,3.7398751
14:51:19,13.115,3.7398751
14:51:20,13.135,3.736125
14:51:20,13.155,3.7323751
14:51:20,13.174,3.7286251
14:51:20,13.195,3.7286251
14:51:20,13.214,3.7323751
14:51:20,13.234,3.7323751
14:51:20,13.254,3.7323751
14:51:20,13.274,3.7323751
14:51:20,13.293,3.736125
14:51:20,13.313,3.736125
14:51:20,13.333,3.736125
14:51:20,13.352,3.736125
14:51:20,13.372,3.736125
14:51:20,13.392,3.736125
14:51:20,13.412,3.736125
14:51:20,13.431,3.736125
14:51:20,13.451,3.7398751
14:51:20,13.471,3.7398751
14:51:20,13.491,3.736125
14:51:20,13.510,3.736125
14:51:20,13.531,3.7323751
14:51:20,13.550,3.7286251
14:51:20,13.570,3.7286251
14:51:20,13.590,3.7323751
14:51:20,13.609,3.7323751
14:51:20,13.629,3.736125
14:51:20,13.648,3.736125
14:51:20,13.669,3.736125
14:51:20,13.688,3.736125
14:51:20,13.708,3.736125
14:51:20,13.728,3.736125
14:51:20,13.748,3.736125
14:51:20,13.767,3.736125
14:51:20,13.788,3.736125
14:51:20,13.807,3.736125
14:51:20,13.827,3.7398751
14:51:20,13.846,3.736125
14:51:20,13.867,3.736125
14:51:20,13.886,3.736125
14:51:20,13.905,3.7286251
14:51:20,13.926,3.7286251
14:51:20,13.945,3.7286251
14:51:20,13.965,3.7323751
14:51:20,13.984,3.7323751
14:51:20,14.005,3.7323751
14:51:20,14.024,3.7323751
14:51:20,14.044,3.736125
14:51:20,14.064,3.736125
14:51:20,14.084,3.736125
14:51:20,14.103,3.736125
14:51:20,14.124,3.736125
14:51:21,14.143,3.736125
14:51:21,14.162,3.736125
14:51:21,14.182,3.7398751
14:51:21,14.202,3.7398751
14:51:21,14.222,3.7398751
14:51:21,14.241,3.736125
14:51:21,14.262,3.7323751
14:51:21,14.281,3.7286251
14:51:21,14.301,3.7323751
14:51:21,14.321,3.7323751
14:51:21,14.341,3.7323751
14:51:21,14.360,3.7323751
14:51:21,14.380,3.7323751
14:51:21,14.400,3.736125
14:51:21,14.419,3.736125
14:51:21,14.439,3.736125
14:51:21,14.459,3.736125
14:51:21,14.479,3.736125
14:51:21,14.498,3.736125
14:51:21,14.519,3.736125
14:51:21,14.538,3.7398751
14:51:21,14.558,3.7398751
14:51:21,14.577,3.736125
14:51:21,14.598,3.736125
14:51:21,14.617,3.7323751
14:51:21,14.637,3.7286251
14:51:21,14.657,3.7323751
14:51:21,14.676,3.7323751
14:51:21,14.696,3.7323751
14:51:21,14.715,3.7323751
14:51:21,14.736,3.736125
14:51:21,14.755,3.736125
14:51:21,14.775,3.736125
14:51:21,14.795,3.736125
14:51:21,14.815,3.736125
14:51:21,14.834,3.736125
14:51:21,14.855,3.736125
14:51:21,14.874,3.736125
14:51:21,14.894,3.736125
14:51:21,14.913,3.7398751
14:51:21,14.934,3.7398751
14:51:21,14.953,3.7398751
14:51:21,14.972,3.736125
14:51:21,14.993,3.7323751
14:51:21,15.012,3.7323751
14:51:21,15.032,3.7323751
14:51:21,15.052,3.7323751
14:51:21,15.072,3.7323751
14:51:21,15.091,3.736125
14:51:21,15.111,3.736125
14:51:22,15.131,3.736125
14:51:22,15.151,3.736125
14:51:22,15.170,3.736125
14:51:22,15.191,3.736125
14:51:22,15.210,3.736125
14:51:22,15.229,3.736125
14:51:22,15.249,3.736125
14:51:22,15.269,3.736125
14:51:22,15.289,3.7398751
14:51:22,15.308,3.7398751
14:51:22,15.329,3.736125
14:51:22,15.348,3.7323751
14:51:22,15.368,3.7323751
14:51:22,15.388,3.7323751
14:51:22,15.408,3.7323751
14:51:22,15.427,3.7323751
14:51:22,15.447,3.7323751
14:51:22,15.467,3.7323751
14:51:22,15.486,3.736125
14:51:22,15.506,3.736125
14:51:22,15.526,3.736125
14:51:22,15.546,3.736125
14:51:22,15.565,3.736125
14:51:22,15.586,3.736125
14:51:22,15.605,3.736125
14:51:22,15.625,3.736125
14:51:22,15.644,3.7398751
14:51:22,15.665,3.7398751
14:51:22,15.684,3.736125
14:51:22,15.704,3.736125
14:51:22,15.724,3.7323751
14:51:22,15.744,3.7323751
14:51:22,15.763,3.7323751
14:51:22,15.783,3.7323751
14:51:22,15.803,3.7323751
14:51:22,15.822,3.736125
14:51:22,15.842,3.736125
14:51:22,15.862,3.736125
14:51:22,15.882,3.736125
14:51:22,15.901,3.736125
14:51:22,15.922,3.736125
14:51:22,15.941,3.736125
14:51:22,15.961,3.736125
14:51:22,15.980,3.736125
14:51:22,16.001,3.736125
14:51:22,16.020,3.7398751
14:51:22,16.039,3.7398751
14:51:22,16.060,3.736125
14:51:22,16.079,3.7323751
14:51:22,16.099,3.7286251
14:51:22,16.119,3.7286251
14:51:23,16.139,3.7323751
14:51:23,16.158,3.7323751
14:51:23,16.178,3.7323751
14:51:23,16.198,3.7323751
14:51:23,16.218,3.7323751
14:51:23,16.237,3.736125
14:51:23,16.258,3.736125
14:51:23,16.277,3.736125
14:51:23,16.296,3.736125
14:51:23,16.317,3.736125
14:51:23,16.336,3.736125
14:51:23,16.356,3.736125
14:51:23,16.375,3.736125
14:51:23,16.396,3.7398751
14:51:23,16.415,3.736125
14:51:23,16.435,3.736125
14:51:23,16.455,3.7286251
14:51:23,16.475,3.7286251
14:51:23,16.494,3.7286251
14:51:23,16.514,3.7286251
14:51:23,16.534,3.7323751
14:51:23,16.553,3.7323751
14:51:23,16.573,3.7323751
14:51:23,16.593,3.7323751
14:51:23,16.613,3.7323751
14:51:23,16.632,3.736125
14:51:23,16.653,3.736125
14:51:23,16.672,3.736125
14:51:23,16.692,3.736125
14:51:23,16.711,3.736125
14:51:23,16.732,3.736125
14:51:23,16.751,3.736125
14:51:23,16.771,3.736125
14:51:23,16.791,3.736125
14:51:23,16.811,3.7323751
14:51:23,16.830,3.7286251
14:51:23,16.850,3.7286251
14:51:23,16.870,3.7286251
14:51:23,16.889,3.7286251
14:51:23,16.909,3.7286251
14:51:23,16.929,3.7323751
14:51:23,16.949,3.7323751
